Code région;Nom de la région;Code département;Code arrondissement départemental;Code canton;Code commune;Nom de la commune;Population municipale;Population comptée à part;Population totale;Année recensement;Année utilisation;Code INSEE (commune ou arrondissement);Superficie de la commune;Statut;Code INSEE de la commune;Nom de la commune IGN;Nom du département IGN;Nom de la région;Code EPCI;Code EPCI;EPCI
04;La Réunion;974;2;22;405;Petite-Île;11633;90;11723;2013;2016;97405;33.83;Commune;97405;Petite-Île;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;3;92;410;Saint-Benoît;37738;332;38070;2014;2017;97410;229.79;Commune;97410;Saint-Benoît;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;2;96;414;Saint-Louis;52803;647;53450;2014;2017;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;08;417;Saint-Philippe;5101;52;5153;2014;2017;97417;154.47;Commune;97417;Saint-Philippe;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;4;91;407;Le Port;38609;272;38881;2009;2012;97407;16.16;Commune;97407;Le Port;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;95;413;Saint-Leu;30504;266;30770;2009;2012;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;94;412;Saint-Joseph;37069;523;37592;2012;2015;97412;177.85;Commune;97412;;;;249740085;249740085;CA du Sud
04;La Réunion;974;4;36;423;Les Trois-Bassins;7339;103;7442;2012;2015;97423;42.48;Commune;97423;;;;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;2;04;404;L' Étang-Salé;13530;194;13724;2011;2014;97404;38.43;Commune;97404;L'Étang-Salé;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;06;402;Bras-Panon;12887;142;13029;2014;2017;97402;87.26;Commune;97402;Bras-Panon;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;2;01;401;Les Avirons;11148;202;11350;2015;2018;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;1;04;420;Sainte-Suzanne;23224;233;23457;2016;2019;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;249740119;249740119;CA Intercommunale du Nord de la Réunion (Cinor)
04;La Réunion;974;4;91;407;Le Port;36952;262;37214;2012;2015;97407;16.16;Commune;97407;Le Port;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;1;93;411;Saint-Denis;145238;1525;146763;2012;2015;97411;141.5;Commune;97411;Saint-Denis;LA REUNION;LA REUNION;249740119;249740119;CA Intercommunale du Nord de la Réunion
04;La Réunion;974;2;96;414;Saint-Louis;52614;581;53195;2012;2015;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;99;422;Le Tampon;75631;853;76484;2012;2015;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;4;36;423;Les Trois-Bassins;6929;98;7027;2007;2010;97423;42.48;Commune;97423;;;;;;
04;La Réunion;974;4;95;413;Saint-Leu;28969;309;29278;2006;2009;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;22;424;Cilaos;5623;104;5727;2011;2014;97424;84.4;Commune;97424;Cilaos;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;93;411;Saint-Denis;138314;1549;139863;2006;2009;97411;141.5;Commune;97411;Saint-Denis;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;95;413;Saint-Leu;29422;291;29713;2007;2010;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;97;415;Saint-Paul;101023;1451;102474;2007;2010;97415;240.51;Commune;97415;Saint-Paul;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;98;416;Saint-Pierre;75265;840;76105;2007;2010;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;32;420;Sainte-Suzanne;21856;152;22008;2007;2010;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;02;407;Le Port;35881;298;36179;2013;2016;97407;16.16;Commune;97407;Le Port;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;4;95;413;Saint-Leu;33154;483;33637;2013;2016;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;3;07;406;La Plaine-des-Palmistes;5950;90;6040;2014;2017;97406;83.05;Commune;97406;La Plaine-des-Palmistes;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;2;01;404;L' Étang-Salé;14330;219;14549;2015;2018;97404;38.43;Commune;97404;L'Étang-Salé;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;03;403;Entre-Deux;6022;82;6104;2008;2011;97403;51.37;Commune;97403;Entre-Deux;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;96;414;Saint-Louis;50717;464;51181;2008;2011;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;90;410;Saint-Benoît;35063;189;35252;2010;2013;97410;229.79;Commune;97410;Saint-Benoît;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;03;403;Entre-Deux;5868;81;5949;2007;2010;97403;51.37;Commune;97403;Entre-Deux;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;91;407;Le Port;38148;328;38476;2006;2009;97407;16.16;Commune;97407;Le Port;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;32;420;Sainte-Suzanne;21714;142;21856;2006;2009;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;92;409;Saint-André;55090;368;55458;2011;2014;97409;54.28;Commune;97409;Saint-André;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;91;409;Saint-André;55900;420;56320;2014;2017;97409;54.28;Commune;97409;Saint-André;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;4;95;413;Saint-Leu;33575;524;34099;2014;2017;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest (TCO)
04;La Réunion;974;4;97;415;Saint-Paul;104634;1470;106104;2014;2017;97415;240.51;Commune;97415;Saint-Paul;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest (TCO)
04;La Réunion;974;2;16;403;Entre-Deux;6781;67;6848;2015;2018;97403;51.37;Commune;97403;Entre-Deux;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;2;08;417;Saint-Philippe;5235;53;5288;2016;2019;97417;154.47;Commune;97417;Saint-Philippe;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;2;99;422;Le Tampon;77283;1083;78366;2016;2019;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;1;30;418;Sainte-Marie;31143;401;31544;2007;2010;97418;88.65;Commune;97418;;;;;;
04;La Réunion;974;2;01;401;Les Avirons;11203;179;11382;2013;2016;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;22;424;Cilaos;5807;101;5908;2010;2013;97424;84.4;Commune;97424;Cilaos;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;06;406;La Plaine-des-Palmistes;5213;84;5297;2010;2013;97406;83.05;Commune;97406;La Plaine-des-Palmistes;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;31;419;Sainte-Rose;6806;89;6895;2010;2013;97419;178.21;Commune;97419;Sainte-Rose;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;26;417;Saint-Philippe;5072;57;5129;2012;2015;97417;154.47;Commune;97417;Saint-Philippe;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;3;31;419;Sainte-Rose;6777;85;6862;2012;2015;97419;178.21;Commune;97419;Sainte-Rose;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est
04;La Réunion;974;3;06;406;La Plaine-des-Palmistes;5354;84;5438;2011;2014;97406;83.05;Commune;97406;La Plaine-des-Palmistes;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;08;408;La Possession;30911;390;31301;2011;2014;97408;118.76;Commune;97408;;;;;;
04;La Réunion;974;4;36;423;Les Trois-Bassins;7226;101;7327;2011;2014;97423;42.48;Commune;97423;;;;;;
04;La Réunion;974;4;03;408;La Possession;32973;364;33337;2016;2019;97408;118.76;Commune;97408;;;;249740101;249740101;CA Territoire de la Côte Ouest (Tco)
04;La Réunion;974;2;05;405;Petite-Île;11282;138;11420;2006;2009;97405;33.83;Commune;97405;Petite-Île;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;02;407;Le Port;35653;310;35963;2014;2017;97407;16.16;Commune;97407;Le Port;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest (TCO)
04;La Réunion;974;4;14;423;Les Trois-Bassins;7111;96;7207;2016;2019;97423;42.48;Commune;97423;;;;249740101;249740101;CA Territoire de la Côte Ouest (Tco)
04;La Réunion;974;2;01;401;Les Avirons;10705;129;10834;2011;2014;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;99;422;Le Tampon;74998;796;75794;2011;2014;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;06;406;La Plaine-des-Palmistes;5072;78;5150;2009;2012;97406;83.05;Commune;97406;La Plaine-des-Palmistes;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;98;416;Saint-Pierre;79228;799;80027;2010;2013;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;93;411;Saint-Denis;146985;1530;148515;2015;2018;97411;141.5;Commune;97411;Saint-Denis;LA REUNION;LA REUNION;249740119;249740119;CA Intercommunale du Nord de la Réunion (Cinor)
04;La Réunion;974;3;92;409;Saint-André;51817;330;52147;2006;2009;97409;54.28;Commune;97409;Saint-André;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;97;415;Saint-Paul;99291;1527;100818;2006;2009;97415;240.51;Commune;97415;Saint-Paul;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;06;406;La Plaine-des-Palmistes;5574;87;5661;2012;2015;97406;83.05;Commune;97406;La Plaine-des-Palmistes;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est
04;La Réunion;974;4;08;408;La Possession;26242;383;26625;2006;2009;97408;118.76;Commune;97408;;;;;;
04;La Réunion;974;2;94;412;Saint-Joseph;35846;475;36321;2009;2012;97412;177.85;Commune;97412;;;;;;
04;La Réunion;974;4;36;423;Les Trois-Bassins;7057;100;7157;2009;2012;97423;42.48;Commune;97423;;;;;;
04;La Réunion;974;3;33;421;Salazie;7320;108;7428;2012;2015;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est
04;La Réunion;974;2;16;424;Cilaos;5386;104;5490;2013;2016;97424;84.4;Commune;97424;Cilaos;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;1;93;411;Saint-Denis;144642;1462;146104;2014;2017;97411;141.5;Commune;97411;Saint-Denis;LA REUNION;LA REUNION;249740119;249740119;CA Intercommunale du Nord de la Réunion (CINOR)
04;La Réunion;974;1;23;418;Sainte-Marie;33042;414;33456;2014;2017;97418;88.65;Commune;97418;;;;249740119;249740119;CA Intercommunale du Nord de la Réunion (CINOR)
04;La Réunion;974;3;08;419;Sainte-Rose;6722;82;6804;2014;2017;97419;178.21;Commune;97419;Sainte-Rose;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;2;96;414;Saint-Louis;53524;650;54174;2015;2018;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;05;405;Petite-Île;11566;105;11671;2010;2013;97405;33.83;Commune;97405;Petite-Île;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;22;405;Petite-Île;12236;121;12357;2016;2019;97405;33.83;Commune;97405;Petite-Île;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;99;422;Le Tampon;76310;1029;77339;2015;2018;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;3;92;409;Saint-André;53955;356;54311;2010;2013;97409;54.28;Commune;97409;Saint-André;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;03;408;La Possession;31439;353;31792;2013;2016;97408;118.76;Commune;97408;;;;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;2;01;401;Les Avirons;11315;189;11504;2014;2017;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;4;97;415;Saint-Paul;103008;1376;104384;2008;2011;97415;240.51;Commune;97415;Saint-Paul;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;02;402;Bras-Panon;11216;108;11324;2007;2010;97402;87.26;Commune;97402;Bras-Panon;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;94;412;Saint-Joseph;34602;440;35042;2007;2010;97412;177.85;Commune;97412;;;;;;
04;La Réunion;974;4;08;408;La Possession;30653;409;31062;2012;2015;97408;118.76;Commune;97408;;;;249740101;249740101;CA Territoire de la Côte Ouest
04;La Réunion;974;3;06;421;Salazie;7400;110;7510;2016;2019;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (Cirest)
04;La Réunion;974;2;99;422;Le Tampon;69849;1078;70927;2006;2009;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;98;416;Saint-Pierre;77146;747;77893;2009;2012;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;14;423;Les Trois-Bassins;7127;94;7221;2015;2018;97423;42.48;Commune;97423;;;;249740101;249740101;CA Territoire de la Côte Ouest (Tco)
04;La Réunion;974;2;16;424;Cilaos;5295;106;5401;2014;2017;97424;84.4;Commune;97424;Cilaos;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;98;416;Saint-Pierre;81583;969;82552;2014;2017;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;3;06;421;Salazie;7132;105;7237;2014;2017;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;249740093;249740093;CA Intercommunale de la Réunion Est (CIREST)
04;La Réunion;974;2;03;403;Entre-Deux;5713;78;5791;2006;2009;97403;51.37;Commune;97403;Entre-Deux;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;01;401;Les Avirons;10336;167;10503;2008;2011;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;94;412;Saint-Joseph;37629;538;38167;2016;2019;97412;177.85;Commune;97412;;;;249740085;249740085;CA du Sud
04;La Réunion;974;1;23;418;Sainte-Marie;33160;427;33587;2016;2019;97418;88.65;Commune;97418;;;;249740119;249740119;CA Intercommunale du Nord de la Réunion (Cinor)
04;La Réunion;974;2;04;404;L' Étang-Salé;13467;192;13659;2010;2013;97404;38.43;Commune;97404;L'Étang-Salé;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;95;413;Saint-Leu;30966;332;31298;2010;2013;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;94;412;Saint-Joseph;36401;468;36869;2011;2014;97412;177.85;Commune;97412;;;;;;
04;La Réunion;974;2;01;401;Les Avirons;11181;178;11359;2012;2015;97401;26.23;Commune;97401;Les Avirons;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;4;03;408;La Possession;32261;347;32608;2014;2017;97408;118.76;Commune;97408;;;;249740101;249740101;CA Territoire de la Côte Ouest (TCO)
04;La Réunion;974;1;04;420;Sainte-Suzanne;22406;214;22620;2014;2017;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;249740119;249740119;CA Intercommunale du Nord de la Réunion (CINOR)
04;La Réunion;974;2;96;414;Saint-Louis;49455;503;49958;2006;2009;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;02;402;Bras-Panon;11404;107;11511;2008;2011;97402;87.26;Commune;97402;Bras-Panon;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;05;405;Petite-Île;11692;121;11813;2008;2011;97405;33.83;Commune;97405;Petite-Île;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;98;416;Saint-Pierre;76247;784;77031;2008;2011;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;08;408;La Possession;30167;427;30594;2009;2012;97408;118.76;Commune;97408;;;;;;
04;La Réunion;974;3;92;409;Saint-André;52939;364;53303;2009;2012;97409;54.28;Commune;97409;Saint-André;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;93;411;Saint-Denis;145022;1467;146489;2010;2013;97411;141.5;Commune;97411;Saint-Denis;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;95;413;Saint-Leu;29925;282;30207;2008;2011;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;32;420;Sainte-Suzanne;22411;190;22601;2008;2011;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;31;419;Sainte-Rose;6822;74;6896;2009;2012;97419;178.21;Commune;97419;Sainte-Rose;LA REUNION;LA REUNION;;;
04;La Réunion;974;1;32;420;Sainte-Suzanne;22437;173;22610;2009;2012;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;33;421;Salazie;7406;76;7482;2009;2012;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;26;417;Saint-Philippe;5086;56;5142;2010;2013;97417;154.47;Commune;97417;Saint-Philippe;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;98;416;Saint-Pierre;84063;948;85011;2015;2018;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;1;23;418;Sainte-Marie;32605;394;32999;2013;2016;97418;88.65;Commune;97418;;;;249740119;249740119;CA Intercommunale du Nord de la Réunion
04;La Réunion;974;2;01;404;L' Étang-Salé;14230;217;14447;2016;2019;97404;38.43;Commune;97404;L'Étang-Salé;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;98;416;Saint-Pierre;84169;890;85059;2016;2019;97416;96.32;Commune;97416;Saint-Pierre;LA REUNION;LA REUNION;249740077;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;3;02;402;Bras-Panon;11699;112;11811;2009;2012;97402;87.26;Commune;97402;Bras-Panon;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;33;421;Salazie;7510;80;7590;2010;2013;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;01;404;L' Étang-Salé;13581;203;13784;2013;2016;97404;38.43;Commune;97404;L'Étang-Salé;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;96;414;Saint-Louis;52656;592;53248;2013;2016;97414;98.85;Commune;97414;Saint-Louis;LA REUNION;LA REUNION;249740077;249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires)
04;La Réunion;974;2;94;412;Saint-Joseph;37362;555;37917;2014;2017;97412;177.85;Commune;97412;;;;249740085;249740085;CA du Sud
04;La Réunion;974;3;31;419;Sainte-Rose;6664;65;6729;2006;2009;97419;178.21;Commune;97419;Sainte-Rose;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;08;408;La Possession;30373;411;30784;2010;2013;97408;118.76;Commune;97408;;;;;;
04;La Réunion;974;1;32;420;Sainte-Suzanne;22421;206;22627;2010;2013;97420;57.83;Commune;97420;Sainte-Suzanne;LA REUNION;LA REUNION;;;
04;La Réunion;974;4;95;413;Saint-Leu;33701;493;34194;2015;2018;97413;118.08;Commune;97413;Saint-Leu;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest (Tco)
04;La Réunion;974;4;14;423;Les Trois-Bassins;7198;96;7294;2014;2017;97423;42.48;Commune;97423;;;;249740101;249740101;CA Territoire de la Côte Ouest (TCO)
04;La Réunion;974;2;16;403;Entre-Deux;6894;68;6962;2016;2019;97403;51.37;Commune;97403;Entre-Deux;LA REUNION;LA REUNION;249740085;249740085;CA du Sud
04;La Réunion;974;4;97;415;Saint-Paul;105482;1438;106920;2016;2019;97415;240.51;Commune;97415;Saint-Paul;LA REUNION;LA REUNION;249740101;249740101;CA Territoire de la Côte Ouest (Tco)
04;La Réunion;974;3;90;410;Saint-Benoît;33485;244;33729;2007;2010;97410;229.79;Commune;97410;Saint-Benoît;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;33;421;Salazie;7181;71;7252;2007;2010;97421;103.82;Commune;97421;Salazie;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;99;422;Le Tampon;70539;967;71506;2007;2010;97422;181.02;Commune;97422;Le Tampon;LA REUNION;LA REUNION;;;
04;La Réunion;974;3;90;410;Saint-Benoît;33802;219;34021;2008;2011;97410;229.79;Commune;97410;Saint-Benoît;LA REUNION;LA REUNION;;;
04;La Réunion;974;2;22;424;Cilaos;5989;99;6088;2009;2012;97424;84.4;Commune;97424;Cilaos;LA REUNION;LA REUNION;;;
